arm,bg_bound_ok,bg_max_abs_err,bg_psnr_db,bin_factor,cmp_gbs,compressed_bytes,cr,dataset,dec_gbs,eb_bg,eb_roi,error,frame,global_max_abs_err,global_psnr_db,half_width,npeaks,roi_bound_ok,roi_frac_pct,roi_max_abs_err,roi_pixels,roi_psnr_db,status,tuning,value_range
roibin_b2,n/a,2378.363037109375,46.94543649013264,2,115.72753,359824,25.534261194361687,EXAFEL,101.2055,10.0,1.0,,exafel_f024,2378.363037109375,46.9642622485198,4,123,1,0.4325717470047367,0.9998245239257812,9936,88.41975726858558,ok,,15137.849609375
cuszhi,1,1.0,88.37358610061887,1,42.54259890354127,2456741,3.739848848535519,EXAFEL,72.40448871516831,10.0,1.0,,exafel_f024,1.0,88.3737348872713,4,123,1,0.4325717470047367,0.99993896484375,9936,88.40811826878036,ok,spline/cr-first/tp,15137.849609375
pfpl,1,0.999969482421875,88.3687058002585,1,174.01212121212123,2554630,3.5965443136579465,EXAFEL,159.06925207756234,10.0,1.0,,exafel_f024,0.999969482421875,88.36892534715003,4,123,1,0.4325717470047367,0.9998245239257812,9936,88.41975726858558,ok,,15137.849609375
cuszp3,1,0.999969482421875,88.3687058002585,1,128.00713,2493712,3.684403010451889,EXAFEL,131.76686,10.0,1.0,,exafel_f024,0.999969482421875,88.36892534715003,4,123,1,0.4325717470047367,0.9998245239257812,9936,88.41975726858558,ok,,15137.849609375
roibin_b1,1,9.999996185302734,69.08263364845985,1,87.456592,1613632,5.693888073612818,EXAFEL,87.138089,10.0,1.0,,exafel_f025,9.999996185302734,69.10253430861185,4,131,1,0.4619584146001672,0.9998664855957031,10611,88.93706392141151,ok,,16216.564453125
roibin_b2,n/a,2928.892578125,46.742935136984876,2,114.7562,372192,24.685753589545183,EXAFEL,99.937348,10.0,1.0,,exafel_f025,2928.892578125,46.76304300351758,4,131,1,0.4619584146001672,0.9998664855957031,10611,88.93706392141151,ok,,16216.564453125
cuszhi,,,,1,,,,EXAFEL,,10.0,1.0,all cuszhi tunings failed: spline/cr-first/cr: terminate called after throwing an instance of 'psz_gpu_exception'   what():  GPU API failed at [31m[1m/home/exouser/compressors/cuSZ-Hi/src/pipeline/compressor.inl:312[0m with error: invalid argument(1)  | spline/cr-first/tp: terminate called after ,exafel_f025,,,4,131,,0.4619584146001672,,10611,,fail,,16216.564453125
pfpl,1,1.0,88.97064012037511,1,172.0311563810665,2576496,3.566021449286162,EXAFEL,160.80649677961355,10.0,1.0,,exafel_f025,1.0,88.9704844139556,4,131,1,0.4619584146001672,0.9998664855957031,10611,88.93706392141151,ok,,16216.564453125
cuszp3,1,1.0,88.97064012037511,1,128.75336,2525440,3.638114546376077,EXAFEL,134.79813,10.0,1.0,,exafel_f025,1.0,88.9704844139556,4,131,1,0.4619584146001672,0.9998664855957031,10611,88.93706392141151,ok,,16216.564453125
roibin_b1,1,9.999969482421875,68.96953383277837,1,66.080556,1706656,5.383533647085295,EXAFEL,71.76206,10.0,1.0,,exafel_f026,9.999969482421875,68.99106237750325,4,142,1,0.49957334912231816,0.99993896484375,11475,88.89097988947293,ok,,16151.7509765625
roibin_b2,n/a,7255.365234375,44.55724893570908,2,113.98173,410352,22.390143096658477,EXAFEL,103.80332,10.0,1.0,,exafel_f026,7255.365234375,44.57899870209855,4,142,1,0.49957334912231816,0.99993896484375,11475,88.89097988947293,ok,,16151.7509765625
cuszhi,,,,1,,,,EXAFEL,,10.0,1.0,all cuszhi tunings failed: spline/cr-first/cr: terminate called after throwing an instance of 'psz_gpu_exception'   what():  GPU API failed at [31m[1m/home/exouser/compressors/cuSZ-Hi/src/pipeline/compressor.inl:309[0m with error: invalid argument(1)  | spline/cr-first/tp: terminate called after ,exafel_f026,,,4,142,,0.49957334912231816,,11475,,fail,,16151.7509765625
pfpl,1,0.999969482421875,88.93617433774978,1,172.2375524895021,2644674,3.4740917027958833,EXAFEL,160.31267448352875,10.0,1.0,,exafel_f026,0.999969482421875,88.93594738539913,4,142,1,0.49957334912231816,0.99993896484375,11475,88.89097988947293,ok,,16151.7509765625
cuszp3,1,0.999969482421875,88.93617433774978,1,127.21312,2631568,3.4913937241978927,EXAFEL,132.37437,10.0,1.0,,exafel_f026,0.999969482421875,88.93594738539913,4,142,1,0.49957334912231816,0.99993896484375,11475,88.89097988947293,ok,,16151.7509765625
roibin_b1,1,10.0,67.14535934766177,1,88.535306,1693408,5.425650522496646,EXAFEL,92.889032,10.0,1.0,,exafel_f027,10.0,67.14869606977852,4,22,1,0.07758080245193648,0.999755859375,1782,87.12505423450813,ok,,13100.3037109375
roibin_b2,n/a,1479.9920654296875,42.651078805297,2,112.64025,395376,23.23823398486504,EXAFEL,97.859578,10.0,1.0,,exafel_f027,1479.9920654296875,42.65444928401681,4,22,1,0.07758080245193648,0.999755859375,1782,87.12505423450813,ok,,13100.3037109375
cuszhi,,,,1,,,,EXAFEL,,10.0,1.0,all cuszhi tunings failed: spline/cr-first/cr: terminate called after throwing an instance of 'psz_gpu_exception'   what():  GPU API failed at [31m[1m/home/exouser/compressors/cuSZ-Hi/src/pipeline/compressor.inl:309[0m with error: invalid argument(1)  | spline/cr-first/tp: terminate called after ,exafel_f027,,,4,22,,0.07758080245193648,,1782,,fail,,13100.3037109375
pfpl,1,1.0,87.11471364536993,1,172.75571600481348,2647958,3.4697831310013227,EXAFEL,159.86636971046772,10.0,1.0,,exafel_f027,1.0,87.11472165814634,4,22,1,0.07758080245193648,0.999755859375,1782,87.12505423450813,ok,,13100.3037109375
cuszp3,1,1.0,87.11471364536993,1,127.26951,2636864,3.484381447052256,EXAFEL,131.94853,10.0,1.0,,exafel_f027,1.0,87.11472165814634,4,22,1,0.07758080245193648,0.999755859375,1782,87.12505423450813,ok,,13100.3037109375
roibin_b1,1,9.999961853027344,69.00666743234639,1,83.295621,1719968,5.34186682542931,EXAFEL,87.429961,10.0,1.0,,exafel_f028,9.999961853027344,69.0457035710422,4,257,1,0.9039338952354417,0.9998779296875,20763,88.96757230006777,ok,,16204.5419921875
roibin_b2,n/a,7081.3935546875,44.71601200368784,2,114.16302,423968,21.671069514680354,EXAFEL,100.00697,10.0,1.0,,exafel_f028,7081.3935546875,44.75544637238101,4,257,1,0.9039338952354417,0.9998779296875,20763,88.96757230006777,ok,,16204.5419921875
cuszhi,,,,1,,,,EXAFEL,,10.0,1.0,all cuszhi tunings failed: spline/cr-first/cr: terminate called after throwing an instance of 'psz_gpu_exception'   what():  GPU API failed at [31m[1m/home/exouser/compressors/cuSZ-Hi/src/pipeline/compressor.inl:309[0m with error: invalid argument(1)  | spline/cr-first/tp: terminate called after ,exafel_f028,,,4,257,,0.9039338952354417,,20763,,fail,,16204.5419921875
pfpl,1,0.999969482421875,88.96613982780934,1,170.65081723625556,2643049,3.476227644663417,EXAFEL,159.6885428253615,10.0,1.0,,exafel_f028,0.999969482421875,88.96615277429568,4,257,1,0.9039338952354417,0.9998779296875,20763,88.96757230006777,ok,,16204.5419921875
cuszp3,1,0.999969482421875,88.96613982780934,1,127.21312,2627648,3.496602284628687,EXAFEL,133.4821,10.0,1.0,,exafel_f028,0.999969482421875,88.96615277429568,4,257,1,0.9039338952354417,0.9998779296875,20763,88.96757230006777,ok,,16204.5419921875
roibin_b1,1,9.999980926513672,63.79928877427024,1,88.290281,1524960,6.0249711467841776,EXAFEL,89.140016,10.0,1.0,,exafel_f029,9.999980926513672,63.80580890046402,4,43,1,0.1516352047924213,0.999908447265625,3483,83.52182254059042,ok,,8714.20703125
roibin_b2,n/a,3543.81396484375,42.854823693006864,2,117.00081,338624,27.132867132867133,EXAFEL,99.902575,10.0,1.0,,exafel_f029,3543.81396484375,42.861413558603545,4,43,1,0.1516352047924213,0.999908447265625,3483,83.52182254059042,ok,,8714.20703125
cuszhi,1,1.0,83.57521109056606,1,42.77392923649907,2387878,3.8477007619317236,EXAFEL,72.55085281111813,10.0,1.0,,exafel_f029,1.0,83.5753443725557,4,43,1,0.1516352047924213,0.9997520446777344,3483,83.66400783294362,ok,spline/cr-first/tp,8714.20703125
pfpl,1,0.9999847412109375,83.57530526760617,1,138.5045827303425,2532301,3.628257462284302,EXAFEL,159.02520077540848,10.0,1.0,,exafel_f029,0.9999847412109375,83.575223668315,4,43,1,0.1516352047924213,0.999908447265625,3483,83.52182254059042,ok,,8714.20703125
cuszp3,1,0.9999847412109375,83.57530526760617,1,126.37324,2462064,3.7317632685421662,EXAFEL,131.5857,10.0,1.0,,exafel_f029,0.9999847412109375,83.575223668315,4,43,1,0.1516352047924213,0.999908447265625,3483,83.52182254059042,ok,,8714.20703125
roibin_b1,1,10.0,65.791347009417,1,85.325408,1737600,5.287661141804788,EXAFEL,90.34613,10.0,1.0,,exafel_f030,10.0,65.79358796770089,4,15,1,0.05211235720256339,0.999114990234375,1197,85.75340487817436,ok,,11235.361328125
roibin_b2,n/a,2384.761962890625,40.44453533173119,2,113.35176,411088,22.35005643560503,EXAFEL,102.36007,10.0,1.0,,exafel_f030,2384.761962890625,40.44679906586905,4,15,1,0.05211235720256339,0.999114990234375,1197,85.75340487817436,ok,,11235.361328125
cuszhi,,,,1,,,,EXAFEL,,10.0,1.0,all cuszhi tunings failed: spline/cr-first/cr: terminate called after throwing an instance of 'psz_gpu_exception'   what():  GPU API failed at [31m[1m/home/exouser/compressors/cuSZ-Hi/src/pipeline/compressor.inl:309[0m with error: invalid argument(1)  | spline/cr-first/tp: terminate called after ,exafel_f030,,,4,15,,0.05211235720256339,,1197,,fail,,11235.361328125
pfpl,1,1.0,85.77973074862955,1,144.35394670688788,2677411,3.431613599854486,EXAFEL,157.54183813443072,10.0,1.0,,exafel_f030,1.0,85.77971698795484,4,15,1,0.05211235720256339,0.999114990234375,1197,85.75340487817436,ok,,11235.361328125
cuszp3,1,1.0,85.77973074862955,1,125.32519,2688848,3.4170172505102556,EXAFEL,133.4821,10.0,1.0,,exafel_f030,1.0,85.77971698795484,4,15,1,0.05211235720256339,0.999114990234375,1197,85.75340487817436,ok,,11235.361328125
roibin_b1,1,10.0,69.1517705820482,1,87.804282,1565008,5.870794270700213,EXAFEL,87.164543,10.0,1.0,,exafel_f031,10.0,69.16969229974076,4,118,1,0.4161152131512956,0.9998779296875,9558,89.00649980810952,ok,,16220.8984375
roibin_b2,n/a,7854.01953125,47.588633338102156,2,109.37905,357056,25.732210073489874,EXAFEL,101.56349,10.0,1.0,,exafel_f031,7854.01953125,47.60674138702655,4,118,1,0.4161152131512956,0.9998779296875,9558,89.00649980810952,ok,,16220.8984375
cuszhi,1,1.0,88.97398585171797,1,42.777115613825984,2440992,3.763977923729369,EXAFEL,72.27690371302705,10.0,1.0,,exafel_f031,1.0,88.97411739620188,4,118,1,0.4161152131512956,0.999908447265625,9558,89.00571350032857,ok,spline/cr-first/tp,16220.8984375
pfpl,1,1.0,88.97653039123868,1,173.6963097398669,2550200,3.6027919378872246,EXAFEL,159.77740678909294,10.0,1.0,,exafel_f031,1.0,88.97665467102317,4,118,1,0.4161152131512956,0.9998779296875,9558,89.00649980810952,ok,,16220.8984375
cuszp3,1,1.0,88.97653039123868,1,129.1588,2487872,3.6930517325650194,EXAFEL,132.06992,10.0,1.0,,exafel_f031,1.0,88.97665467102317,4,118,1,0.4161152131512956,0.9998779296875,9558,89.00649980810952,ok,,16220.8984375
roibin_b1,1,9.999954223632812,63.1014164198001,1,86.041354,1587312,5.788301228743939,EXAFEL,87.777438,10.0,1.0,,exafel_f032,9.999954223632812,63.10414573835418,4,18,1,0.06347520200612984,0.99713134765625,1458,82.99790219241319,ok,,8131.31982421875
roibin_b2,n/a,3246.93359375,40.927818265819646,2,118.69367,353520,25.98959040506902,EXAFEL,101.63539,10.0,1.0,,exafel_f032,3246.93359375,40.93057566283524,4,18,1,0.06347520200612984,0.99713134765625,1458,82.99790219241319,ok,,8131.31982421875
cuszhi,1,1.0,82.97541564924406,1,42.87292817679558,2522259,3.6427028310732563,EXAFEL,72.06827309236948,10.0,1.0,,exafel_f032,1.0,82.97529867837257,4,18,1,0.06347520200612984,0.999847412109375,1458,82.79493762355251,ok,spline/cr-first/tp,8131.31982421875
pfpl,1,0.9999542236328125,82.97754456862826,1,170.7015457788347,2569745,3.5753897760283606,EXAFEL,159.37829586455732,10.0,1.0,,exafel_f032,0.9999542236328125,82.97755746045134,4,18,1,0.06347520200612984,0.99713134765625,1458,82.99790219241319,ok,,8131.31982421875
cuszp3,1,0.9999542236328125,82.97754456862826,1,128.29312,2516208,3.651462836140732,EXAFEL,133.60632,10.0,1.0,,exafel_f032,0.9999542236328125,82.97755746045134,4,18,1,0.06347520200612984,0.99713134765625,1458,82.99790219241319,ok,,8131.31982421875
roibin_b1,1,9.999992370605469,68.91661233225283,1,84.946748,1608592,5.711728020529756,EXAFEL,86.821892,10.0,1.0,,exafel_f033,9.999992370605469,68.92109169389147,4,30,1,0.10413764279743662,0.9990234375,2392,88.88203113554351,ok,,15917.3056640625
roibin_b2,n/a,2340.897216796875,46.35599665017499,2,111.28682,360688,25.473095861242957,EXAFEL,102.83667,10.0,1.0,,exafel_f033,2340.897216796875,46.36052139398897,4,30,1,0.10413764279743662,0.9990234375,2392,88.88203113554351,ok,,15917.3056640625
cuszhi,,,,1,,,,EXAFEL,,10.0,1.0,all cuszhi tunings failed: spline/cr-first/cr: terminate called after throwing an instance of 'psz_gpu_exception'   what():  GPU API failed at [31m[1m/home/exouser/compressors/cuSZ-Hi/src/pipeline/compressor.inl:312[0m with error: invalid argument(1)  | spline/cr-first/tp: terminate called after ,exafel_f033,,,4,30,,0.10413764279743662,,2392,,fail,,15917.3056640625
pfpl,1,1.0,88.81322216863522,1,172.599939885783,2583610,3.5562023680044588,EXAFEL,160.80649677961355,10.0,1.0,,exafel_f033,1.0,88.81329326058561,4,30,1,0.10413764279743662,0.9990234375,2392,88.88203113554351,ok,,15917.3056640625
cuszp3,1,1.0,88.81322216863522,1,127.04425,2533472,3.626580439807505,EXAFEL,125.43469,10.0,1.0,,exafel_f033,1.0,88.81329326058561,4,30,1,0.10413764279743662,0.9990234375,2392,88.88203113554351,ok,,15917.3056640625
roibin_b1,1,10.0,67.05365235265464,1,87.456592,1669200,5.504337407141145,EXAFEL,86.900726,10.0,1.0,,exafel_f034,10.0,67.05926437288934,4,37,1,0.13047680412371132,0.9990234375,2997,86.94209486539613,ok,,12939.3798828125
roibin_b2,n/a,3469.94775390625,43.134772588883365,2,117.47954,386000,23.802694300518134,EXAFEL,103.20633,10.0,1.0,,exafel_f034,3469.94775390625,43.14044258833345,4,37,1,0.13047680412371132,0.9990234375,2997,86.94209486539613,ok,,12939.3798828125
cuszhi,,,,1,,,,EXAFEL,,10.0,1.0,all cuszhi tunings failed: spline/cr-first/cr: terminate called after throwing an instance of 'psz_gpu_exception'   what():  GPU API failed at [31m[1m/home/exouser/compressors/cuSZ-Hi/src/pipeline/compressor.inl:309[0m with error: invalid argument(1)  | spline/cr-first/tp: terminate called after ,exafel_f034,,,4,37,,0.13047680412371132,,2997,,fail,,12939.3798828125
pfpl,1,1.0,87.0102565738583,1,171.05749180816204,2626599,3.4979987428610153,EXAFEL,159.82187586974672,10.0,1.0,,exafel_f034,1.0,87.01016693798809,4,37,1,0.13047680412371132,0.9990234375,2997,86.94209486539613,ok,,12939.3798828125
cuszp3,1,1.0,87.0102565738583,1,127.72243,2602240,3.530742744712248,EXAFEL,134.23095,10.0,1.0,,exafel_f034,1.0,87.01016693798809,4,37,1,0.13047680412371132,0.9990234375,2997,86.94209486539613,ok,,12939.3798828125
roibin_b1,1,9.999984741210938,68.94452023561732,1,86.795646,1650960,5.56514997334884,EXAFEL,87.376747,10.0,1.0,,exafel_f035,9.999984741210938,68.96588323713613,4,141,1,0.49578573418779603,0.9999618530273438,11388,88.82832162940566,ok,,16026.3681640625
roibin_b2,n/a,2883.11376953125,45.78692118854137,2,113.98173,385744,23.818491019951054,EXAFEL,106.34074,10.0,1.0,,exafel_f035,2883.11376953125,45.80850536779715,4,141,1,0.49578573418779603,0.9999618530273438,11388,88.82832162940566,ok,,16026.3681640625
cuszhi,,,,1,,,,EXAFEL,,10.0,1.0,all cuszhi tunings failed: spline/cr-first/cr: terminate called after throwing an instance of 'psz_gpu_exception'   what():  GPU API failed at [31m[1m/home/exouser/compressors/cuSZ-Hi/src/pipeline/compressor.inl:312[0m with error: invalid argument(1)  | spline/cr-first/tp: terminate called after ,exafel_f035,,,4,141,,0.49578573418779603,,11388,,fail,,16026.3681640625
pfpl,1,0.9999885559082031,88.86916166098717,1,174.17045799211405,2603919,3.5284661312429457,EXAFEL,158.8053097345133,10.0,1.0,,exafel_f035,0.9999885559082031,88.86895823167734,4,141,1,0.49578573418779603,0.9999618530273438,11388,88.82832162940566,ok,,16026.3681640625
cuszp3,1,0.9999885559082031,88.86916166098717,1,129.27511,2563328,3.584340357535204,EXAFEL,132.92593,10.0,1.0,,exafel_f035,0.9999885559082031,88.86895823167734,4,141,1,0.49578573418779603,0.9999618530273438,11388,88.82832162940566,ok,,16026.3681640625
roibin_b1,1,9.999984741210938,69.01170208849437,1,87.858018,1683664,5.457050812988815,EXAFEL,87.91182,10.0,1.0,,exafel_f036,9.999984741210938,69.01893769001444,4,48,1,0.16809173864586235,1.0,3861,89.15978894332405,ok,,16220.5302734375
roibin_b2,n/a,10176.2421875,44.75376944822381,2,113.53104,393424,23.353532067184513,EXAFEL,108.84003,10.0,1.0,,exafel_f036,10176.2421875,44.76107545689135,4,48,1,0.16809173864586235,1.0,3861,89.15978894332405,ok,,16220.5302734375
cuszhi,,,,1,,,,EXAFEL,,10.0,1.0,all cuszhi tunings failed: spline/cr-first/cr: terminate called after throwing an instance of 'psz_gpu_exception'   what():  GPU API failed at [31m[1m/home/exouser/compressors/cuSZ-Hi/src/pipeline/compressor.inl:309[0m with error: invalid argument(1)  | spline/cr-first/tp: terminate called after ,exafel_f036,,,4,48,,0.16809173864586235,,3861,,fail,,16220.5302734375
pfpl,1,1.0,88.973480209943,1,172.75571600481348,2638594,3.4820969046393646,EXAFEL,159.91088833194095,10.0,1.0,,exafel_f036,1.0,88.97378676802859,4,48,1,0.16809173864586235,1.0,3861,89.15978894332405,ok,,16220.5302734375
cuszp3,1,1.0,88.973480209943,1,127.5522,2619248,3.507815983824365,EXAFEL,134.04295,10.0,1.0,,exafel_f036,1.0,88.97378676802859,4,48,1,0.16809173864586235,1.0,3861,89.15978894332405,ok,,16220.5302734375
roibin_b1,1,10.0,69.09608977370155,1,86.953362,1712960,5.363721277788156,EXAFEL,87.297053,10.0,1.0,,exafel_f037,10.0,69.1379343702259,4,275,1,0.9685845639453887,1.0,22248,89.08796488055185,ok,,16374.4609375
roibin_b2,n/a,7315.3701171875,44.89173896862246,2,119.78306,425200,21.608278457196615,EXAFEL,106.02659,10.0,1.0,,exafel_f037,7315.3701171875,44.93400748852871,4,275,1,0.9685845639453887,1.0,22248,89.08796488055185,ok,,16374.4609375
cuszhi,,,,1,,,,EXAFEL,,10.0,1.0,all cuszhi tunings failed: spline/cr-first/cr: terminate called after throwing an instance of 'psz_gpu_exception'   what():  GPU API failed at [31m[1m/home/exouser/compressors/cuSZ-Hi/src/pipeline/compressor.inl:309[0m with error: invalid argument(1)  | spline/cr-first/tp: terminate called after ,exafel_f037,,,4,275,,0.9685845639453887,,22248,,fail,,16374.4609375
pfpl,1,1.0,89.05630280438953,1,169.89349112426035,2638262,3.482535093178767,EXAFEL,158.8053097345133,10.0,1.0,,exafel_f037,1.0,89.05660837393569,4,275,1,0.9685845639453887,1.0,22248,89.08796488055185,ok,,16374.4609375
cuszp3,1,1.0,89.05630280438953,1,127.49556,2616784,3.5111189918617662,EXAFEL,130.866,10.0,1.0,,exafel_f037,1.0,89.05660837393569,4,275,1,0.9685845639453887,1.0,22248,89.08796488055185,ok,,16374.4609375
roibin_b1,1,10.0,68.97399022704252,1,87.244001,1527088,6.0165753381599485,EXAFEL,88.919173,10.0,1.0,,exafel_f038,10.0,68.97729749641965,4,22,1,0.07688422959041516,0.999542236328125,1766,89.0212180681233,ok,,15826.498046875
roibin_b2,n/a,1338.64111328125,47.997556863975525,2,114.71035,336800,27.27980997624703,EXAFEL,106.26202,10.0,1.0,,exafel_f038,1338.64111328125,48.00089692390572,4,22,1,0.07688422959041516,0.999542236328125,1766,89.0212180681233,ok,,15826.498046875
cuszhi,0,1.0000152587890625,88.7599846348395,1,43.224689499435456,2391146,3.8424420758916438,EXAFEL,72.89159685199289,10.0,1.0,,exafel_f038,1.0000152587890625,88.76007937413439,4,22,1,0.07688422959041516,0.99957275390625,1766,88.88498847201416,ok,spline/cr-first/tp,15826.498046875
pfpl,1,1.0,88.76532720883883,1,153.3351134846462,2534577,3.624999358867377,EXAFEL,160.22321428571428,10.0,1.0,,exafel_f038,1.0,88.76551826888137,4,22,1,0.07688422959041516,0.999542236328125,1766,89.0212180681233,ok,,15826.498046875
cuszp3,1,1.0,88.76532720883883,1,126.15114,2464272,3.7284195900452546,EXAFEL,135.05175,10.0,1.0,,exafel_f038,1.0,88.76551826888137,4,22,1,0.07688422959041516,0.999542236328125,1766,89.0212180681233,ok,,15826.498046875
roibin_b1,1,10.0,62.8482813962547,1,85.579733,1583696,5.801517462947435,EXAFEL,87.08523,10.0,1.0,,exafel_f039,10.0,62.85222448440754,4,26,1,0.0916864028977431,0.999603271484375,2106,82.76485353915459,ok,,7893.443359375
roibin_b2,n/a,1515.30126953125,40.7897995665266,2,110.89996,353136,26.01785147931675,EXAFEL,107.37472,10.0,1.0,,exafel_f039,1515.30126953125,40.79378303003391,4,26,1,0.0916864028977431,0.999603271484375,2106,82.76485353915459,ok,,7893.443359375
cuszhi,1,1.0000038146972656,82.7165626324656,1,42.257708440650525,2508659,3.662450735632065,EXAFEL,71.90583521162034,10.0,1.0,,exafel_f039,1.0000038146972656,82.71638743964465,4,26,1,0.0916864028977431,0.999786376953125,2106,82.5295647501443,ok,spline/cr-first/tp,7893.443359375
pfpl,1,1.0,82.71562286168057,1,172.18590704647676,2568254,3.5774654687581524,EXAFEL,159.73296244784422,10.0,1.0,,exafel_f039,1.0,82.71566774487742,4,26,1,0.0916864028977431,0.999603271484375,2106,82.76485353915459,ok,,7893.443359375
cuszp3,1,1.0,82.71562286168057,1,127.89309,2511888,3.6577427019039064,EXAFEL,130.74681,10.0,1.0,,exafel_f039,1.0,82.71566774487742,4,26,1,0.0916864028977431,0.999603271484375,2106,82.76485353915459,ok,,7893.443359375
