arm,bg_bound_ok,bg_max_abs_err,bg_psnr_db,bin_factor,cmp_gbs,compressed_bytes,cr,dataset,dec_gbs,eb_bg,eb_roi,frame,global_max_abs_err,global_psnr_db,half_width,npeaks,roi_bound_ok,roi_frac_pct,roi_max_abs_err,roi_pixels,roi_psnr_db,status,tuning,value_range
pfpl,1,9.99993896484375,69.02229656699325,1,175.50122249388752,1693486,5.425400623329629,EXAFEL,157.71491348530623,100.0,10.0,exafel_f016,9.99993896484375,69.02262338894988,4,256,1,0.9027584285316245,9.9998779296875,20736,69.05864952147755,ok,,16282.23046875
cuszp3,1,9.99993896484375,69.02229656699325,1,132.19153,1731872,5.305149572254763,EXAFEL,130.21315,100.0,10.0,exafel_f016,9.99993896484375,69.02262338894988,4,256,1,0.9027584285316245,9.9998779296875,20736,69.05864952147755,ok,,16282.23046875
roibin_b1,1,99.9998779296875,48.883855013800286,1,86.015577,782560,11.740748313228378,EXAFEL,84.546525,100.0,10.0,exafel_f017,99.9998779296875,48.90859387546156,4,163,1,0.573627751462803,9.998764038085938,13176,68.97762960567414,ok,,16194.9248046875
roibin_b2,n/a,5975.91650390625,44.745792670487546,2,113.98173,181712,50.56264858677468,EXAFEL,105.55882,100.0,10.0,exafel_f017,5975.91650390625,44.77068216996697,4,163,1,0.573627751462803,9.998764038085938,13176,68.97762960567414,ok,,16194.9248046875
cuszhi,1,10.0,68.95863704720364,1,26.59522765396077,1327734,6.919940289244683,EXAFEL,28.266797932562145,100.0,10.0,exafel_f017,10.0,68.9588060225004,4,163,1,0.573627751462803,9.99908447265625,13176,68.98819413430705,ok,spline/cr-first/cr,16194.9248046875
pfpl,1,10.0,69.10391477682151,1,175.76981940618302,1530457,6.003331031188724,EXAFEL,159.46681477367397,100.0,10.0,exafel_f017,10.0,69.10317979716136,4,163,1,0.573627751462803,9.998764038085938,13176,68.97762960567414,ok,,16194.9248046875
cuszp3,1,10.0,69.10391477682151,1,133.60632,1575120,5.833104779318401,EXAFEL,135.68998,100.0,10.0,exafel_f017,10.0,69.10317979716136,4,163,1,0.573627751462803,9.998764038085938,13176,68.97762960567414,ok,,16194.9248046875
roibin_b1,1,99.99998474121094,48.52250558021917,1,83.879638,726592,12.645115828415397,EXAFEL,91.907809,100.0,10.0,exafel_f018,99.99998474121094,48.53718231117678,4,97,1,0.3408853441069936,9.99713134765625,7830,68.39364520429064,ok,,15125.8369140625
roibin_b2,n/a,9028.609375,45.22117577994109,2,112.64025,149952,61.27187366623986,EXAFEL,100.2514,100.0,10.0,exafel_f018,9028.609375,45.23593398039735,4,97,1,0.3408853441069936,9.99713134765625,7830,68.39364520429064,ok,,15125.8369140625
cuszhi,1,9.999984741210938,68.36611346781093,1,26.745690282540476,1252763,7.334060792025308,EXAFEL,28.444620566673272,100.0,10.0,exafel_f018,9.999984741210938,68.36617302788108,4,97,1,0.3408853441069936,9.999931335449219,7830,68.38362075932746,ok,spline/cr-first/cr,15125.8369140625
pfpl,1,9.999980926513672,68.65052689197415,1,175.2334452242905,1449233,6.339794912205284,EXAFEL,159.15742793791574,100.0,10.0,exafel_f018,9.999980926513672,68.64962489772756,4,97,1,0.3408853441069936,9.99713134765625,7830,68.39364520429064,ok,,15125.8369140625
cuszp3,1,9.999980926513672,68.65052689197415,1,135.88263,1485264,6.185997910135841,EXAFEL,132.74157,100.0,10.0,exafel_f018,9.999980926513672,68.64962489772756,4,97,1,0.3408853441069936,9.99713134765625,7830,68.39364520429064,ok,,15125.8369140625
roibin_b1,1,99.99994659423828,48.60461479173125,1,84.646227,820320,11.200312073337233,EXAFEL,88.073622,100.0,10.0,exafel_f019,99.99994659423828,48.610382600735676,4,38,1,0.134003204235163,9.999992370605469,3078,68.79469971127472,ok,,15928.9931640625
roibin_b2,n/a,8417.7744140625,43.43843892857025,2,116.71544,184736,49.734973150874765,EXAFEL,100.32146,100.0,10.0,exafel_f019,8417.7744140625,43.44424553979062,4,38,1,0.134003204235163,9.999992370605469,3078,68.79469971127472,ok,,15928.9931640625
cuszhi,1,10.0,68.81444269511418,1,26.927308482484342,1406597,6.531963312874974,EXAFEL,28.661841776890448,100.0,10.0,exafel_f019,10.0,68.8143147357122,4,38,1,0.134003204235163,9.9932861328125,3078,68.71998615584579,ok,spline/cr-first/cr,15928.9931640625
pfpl,1,10.0,68.87506958377543,1,174.91318915625953,1607971,5.713933895573987,EXAFEL,161.3486934532172,100.0,10.0,exafel_f019,10.0,68.87496088423241,4,38,1,0.134003204235163,9.999992370605469,3078,68.79469971127472,ok,,15928.9931640625
cuszp3,1,10.0,68.87506958377543,1,135.11529,1644592,5.5866987070349365,EXAFEL,128.06422,100.0,10.0,exafel_f019,10.0,68.87496088423241,4,38,1,0.134003204235163,9.999992370605469,3078,68.79469971127472,ok,,15928.9931640625
roibin_b1,1,100.0,44.34055917168882,1,88.208907,783648,11.724447711217282,EXAFEL,89.140016,100.0,10.0,exafel_f020,100.0,44.34374522868929,4,21,1,0.07405440234048481,9.994003295898438,1701,64.46496398025991,ok,,9667.5576171875
roibin_b2,n/a,3318.78662109375,39.87940635576341,2,112.86163,172576,53.23938438716855,EXAFEL,108.42901,100.0,10.0,exafel_f020,3318.78662109375,39.882612492056374,4,21,1,0.07405440234048481,9.994003295898438,1701,64.46496398025991,ok,,9667.5576171875
