arm,bg_bound_ok,bg_max_abs_err,bg_psnr_db,bin_factor,cmp_gbs,compressed_bytes,cr,dataset,dec_gbs,eb_bg,eb_roi,frame,global_max_abs_err,global_psnr_db,half_width,npeaks,roi_bound_ok,roi_frac_pct,roi_max_abs_err,roi_pixels,roi_psnr_db,status,tuning,value_range
roibin_b1,1,999.8568725585938,38.79842129801728,1,92.798964,47600,193.0218487394958,EXAFEL,88.535306,1000.0,10.0,exafel_f004,999.8568725585938,38.8099099132931,4,75,1,0.2644800083588743,9.999473571777344,6075,68.3322119660765,ok,,14945.138671875
roibin_b2,n/a,8609.451171875,38.782564014873586,2,112.55194,18704,491.22326775021384,EXAFEL,101.24119,1000.0,10.0,exafel_f004,8609.451171875,38.79405267687972,4,75,1,0.2644800083588743,9.999473571777344,6075,68.3322119660765,ok,,14945.138671875
cuszhi,1,10.0,68.26321255675349,1,27.04863569522357,1292362,7.109339333716095,EXAFEL,29.345870809484868,1000.0,10.0,exafel_f004,10.0,68.26311331440809,4,75,1,0.2644800083588743,9.998302459716797,6075,68.22584973644307,ok,spline/cr-first/cr,14945.138671875
pfpl,1,9.999980926513672,68.47091417949551,1,177.6183111660996,1488251,6.173582278795714,EXAFEL,160.71648474671144,1000.0,10.0,exafel_f004,9.999980926513672,68.47054143505714,4,75,1,0.2644800083588743,9.999473571777344,6075,68.3322119660765,ok,,14945.138671875
cuszp3,1,9.999980926513672,68.47091417949551,1,134.60854,1530080,6.0048102060023005,EXAFEL,131.94853,1000.0,10.0,exafel_f004,9.999980926513672,68.47054143505714,4,75,1,0.2644800083588743,9.999473571777344,6075,68.3322119660765,ok,,14945.138671875
roibin_b1,1,999.9022216796875,37.93900441971664,1,94.045203,84704,108.46996599924442,EXAFEL,90.090993,1000.0,10.0,exafel_f005,999.9022216796875,37.99336147807325,4,355,1,1.24477570353859,9.999908447265625,28592,69.07473594000592,ok,,16327.5634765625
roibin_b2,n/a,7290.1904296875,37.908580126557275,2,116.47871,49360,186.1393841166937,EXAFEL,106.85523,1000.0,10.0,exafel_f005,7290.1904296875,37.96293747912145,4,355,1,1.24477570353859,9.999908447265625,28592,69.07473594000592,ok,,16327.5634765625
cuszhi,1,9.999990224838257,69.0294346556363,1,26.313748514312717,1337329,6.87029145408497,EXAFEL,27.836540792088808,1000.0,10.0,exafel_f005,9.999990224838257,69.029513161345,4,355,1,1.24477570353859,9.999801635742188,28592,69.03574599799718,ok,spline/cr-first/cr,16327.5634765625
pfpl,1,10.0,69.16891059255356,1,178.11414392059552,1541153,5.9616663627816315,EXAFEL,160.94170403587444,1000.0,10.0,exafel_f005,10.0,69.16772568866602,4,355,1,1.24477570353859,9.999908447265625,28592,69.07473594000592,ok,,16327.5634765625
cuszp3,1,10.0,69.16891059255356,1,136.46388,1586976,5.789526747726494,EXAFEL,134.04295,1000.0,10.0,exafel_f005,10.0,69.16772568866602,4,355,1,1.24477570353859,9.999908447265625,28592,69.07473594000592,ok,,16327.5634765625
roibin_b1,1,697.2350463867188,43.67619496863449,1,95.420402,41856,219.51070336391436,EXAFEL,89.445483,1000.0,10.0,exafel_f006,697.2350463867188,43.682786824165404,4,44,1,0.15516160490387296,9.99441146850586,3564,60.15123823425362,ok,,4823.81396484375
roibin_b2,n/a,697.2350463867188,43.67619496863449,2,114.66454,14752,622.8199566160521,EXAFEL,101.74344,1000.0,10.0,exafel_f006,697.2350463867188,43.682786824165404,4,44,1,0.15516160490387296,9.99441146850586,3564,60.15123823425362,ok,,4823.81396484375
cuszhi,1,9.999988555908203,58.661498381043245,1,28.218398482789333,842713,10.902691663709946,EXAFEL,33.650161148549664,1000.0,10.0,exafel_f006,9.999988555908203,58.661232059093706,4,44,1,0.15516160490387296,9.999705910682678,3564,58.49315666868348,ok,spline/cr-first/cr,4823.81396484375
pfpl,1,9.999996185302734,60.86986236878157,1,181.31986106725608,949620,9.675280638571218,EXAFEL,163.36842105263156,1000.0,10.0,exafel_f006,9.999996185302734,60.868649951850614,4,44,1,0.15516160490387296,9.99441146850586,3564,60.15123823425362,ok,,4823.81396484375
cuszp3,1,9.999996185302734,60.86986236878157,1,138.77236,1136464,8.084585169437835,EXAFEL,134.79813,1000.0,10.0,exafel_f006,9.999996185302734,60.868649951850614,4,44,1,0.15516160490387296,9.99441146850586,3564,60.15123823425362,ok,,4823.81396484375
